No	ExtEHR resource	ExtEHR field	ExtEHR #	ExtEHR description	ExtEHR type	Ext binding	ExtEHR source	Mapped Resource	Mapped Field	EQ				Modeling	Needs work	Actor	Section											
944	EHDSLaboratoryOrderHeader	 authorship.datetime	 1..1	 Date and time of the last modification of the document by its Author.	 dateTime	   	 A.1.6.2 - DateTime 																					
945	EHDSLaboratoryOrderHeader	 attestation	 0..*	 Document attestation details	 Base	   	 A.1.7 - Attestation 																					
946	EHDSLaboratoryOrderHeader	 attestation.attester	 1..1	 Attester who validated the document. Mulitple attesters could be provided.	 EHDSHealthProfessional	   	 A.1.7.1 - Attester 																					
947	EHDSLaboratoryOrderHeader	 attestation.datetime	 1..1	 Date and time of the approval of the document by Attester.	 dateTime	   	 A.1.7.2 - DateTime 																					
948	EHDSLaboratoryOrderHeader	 legalAuthentication	 0..1	 Document legal authentication	 Base	   	 A.1.8 - Legal authentication 																					
949	EHDSLaboratoryOrderHeader	 legalAuthentication.legalAuthenticator	 1..1	 The person taking responsibility for the medical content of the document	 EHDSHealthProfessional	   	 A.1.8.1 - Legal authenticator 																					
950	EHDSLaboratoryOrderHeader	 legalAuthentication.datetime	 1..1	 Date and time when the document was authorized.	 dateTime	   	 A.1.8.2 - DateTime 																					
951	EHDSLaboratoryOrderHeader	 documentMetadata	 1..1	 Data relevant to document type and its content for administrative and searching purposes.	 Base	   	 A.1.9 - Document metadata 																					
952	EHDSLaboratoryOrderHeader	 documentMetadata.documentId	 1..1	 Unique identifier of the document	 Identifier	   	 A.1.9.1 - Document ID 																					
953	EHDSLaboratoryOrderHeader	 documentMetadata.documentType	 1..1	 Identifies the type of document at hand, e.g. Discharge report.	 CodeableConcept	 LOINC (preferred)  	 A.1.9.2 - Document type 																					
954	EHDSLaboratoryOrderHeader	 documentMetadata.documentStatus	 1..1	 The status of the document/report. E.g., preliminary, final.	 CodeableConcept	 hl7:DiagnosticReportStatus (preferred)  	 A.1.9.3 - Document status 																					
955	EHDSLaboratoryOrderHeader	 documentMetadata.period	 0..1	 Documented period service. Typically used for searching purposes.	 Period	   	 A.1.9.4 - Period 																					
956	EHDSLaboratoryOrderHeader	 documentMetadata.reportDateAndTime	 1..1	 Date and time of the report creation.	 dateTime	   	 A.1.9.5 - Report date and time 																					
957	EHDSLaboratoryOrderHeader	 documentMetadata.documentTitle	 1..1	 Document title, such as "Discharge report", "Laboratory Result Report" etc..	 string	   	 A.1.9.6 - Document title 																					
958	EHDSLaboratoryOrderHeader	 documentMetadata.eventType	 0..*	 Categorization of an "event" covered by the document (e.g. laboratory study types, imaging study types including modality, etc.). Selection of event types depends on the use case and agreement betwen data sharing parties. This meta-data element serves primarily for searching and filtering purpuses.	 CodeableConcept	 LOINC, SNOMED CT, dicom-cid-33-Modality (preferred)  	 A.1.9.7 - Event type 																					
959	EHDSLaboratoryOrderHeader	 documentMetadata.specialty	 0..*	 Additional details about where the content was created (e.g. clinical specialty)	 CodeableConcept	 SNOMED CT (preferred)  	 A.1.9.8 - Specialty 																					
960	EHDSLaboratoryOrderHeader	 documentMetadata.reportCustodian	 1..1	 Organisation that is in charge of maintaining the report [this element will include organisation ID, name, address etc., as other elements describing organisations].	 EHDSOrganisation	   	 A.1.9.9 - Report custodian 																					
961	EHDSLaboratoryOrderHeader	 documentMetadata.documentFormat	 0..1	 An identifier of the document constraints, encoding, structure, and template that the document conforms to beyond the base format indicated in the mimeType.	 CodeableConcept	 HL7 Document Format Codes (preferred)  	 A.1.9.10 - Document format 																					
962	EHDSLaboratoryOrderHeader	 documentMetadata.confidentiality	 0..1	 Level of confidentiality of the document. Implicit value is normal.	 CodeableConcept	 hl7:Confidentiality (preferred)  	 A.1.9.11 - Confidentiality 																					
963	EHDSLaboratoryOrderHeader	 documentMetadata.language	 0..1	 Language in which the document is written. Language is expressed by the ISO language code.	 CodeableConcept	 BCP 47 (preferred)  	 A.1.9.12 - Language 																					
964	EHDSLaboratoryOrderHeader	 documentMetadata.version	 0..1	 Version of the document	 string	   	 A.1.9.13 - Version 																					
965	EHDSLaboratoryReport	 	 0..*	 A - EHDS refined base model for Laboratory result report	 	   	 Laboratory report model 																					
966	EHDSLaboratoryReport	 laboratoryReportHeader	 1..1	 Report header data elements	 EHDSLaboratoryReportHeader	   	 A.1 - Laboratory report header 																					
967	EHDSLaboratoryReport	 laboratoryReportStructuredBody	 0..1	 Report body data elements	 EHDSLaboratoryReportBody	   	 A.2 - Laboratory Report structured body 																					
968	EHDSLaboratoryReport	 presentedForm	 0..*	 Entire report as issued. Various formats could be provided,  pdf format is recommended.	 EHDSAttachment	   	 A.3 - Attachment 																					
969	EHDSLaboratoryReport	 laboratoryReportAttachments[x]	 0..*	 Report attachments data elements	 EHDSAttachment	   	 A.4 - Attachment, Media 																					
970	EHDSLaboratoryReport	 laboratoryReportAttachments[x]	 0..*	 Report attachments data elements	 EHDSMedia	   	 A.4 - Attachment, Media 																					
971	EHDSLaboratoryReportBody	 	 0..*	 B.1 - EEHRxF refined base model for Laboratory result report body	 	   	 Laboratory report body model 																					
972	EHDSLaboratoryReportBody	 orderInformation	 0..*	 Order Information (Laboratory Result Report could respond to multiple test orders)	 Base	   	 B.1.1 - Order information 																					
973	EHDSLaboratoryReportBody	 orderInformation.orderId	 1..*	 An identifier of the laboratory test order. Laboratory Result Report may respond to multiple orders.	 Identifier	   	 B.1.1.1 - Order Id 																					
